year,registry_code,accountholder_id_trans_data,installation_id_trans_data,net_ac_tot_inst,net_ac_ext_inst,annual_change_bank_inst,bank_inst,installationidentifier
2015,NO,15079,NO_72,12733,0,-86405,119294,72
2016,NO,15079,NO_72,95601,0,-2260,117034,72
2017,NO,15079,NO_72,98289,0,-2282,114752,72
2009,NO,15079,NO_73,62492,0,15,785,73
2010,NO,15079,NO_73,41814,0,643,1428,73
2011,NO,15079,NO_73,42226,0,-1219,209,73
2012,NO,15079,NO_73,58464,0,1108,1317,73
2013,NO,15079,NO_73,11612,0,12647,13964,73
2014,NO,15079,NO_73,16758,0,13337,27301,73
2015,NO,15079,NO_73,-27301,0,-27301,0,73
2009,NO,15079,NO_74,236775,0,603,2816,74
2010,NO,15079,NO_74,260730,0,4051,6867,74
2011,NO,15079,NO_74,245133,0,-6597,270,74
2012,NO,15079,NO_74,222536,0,4742,5012,74
2013,NO,15079,NO_74,97543,0,94425,99437,74
2014,NO,15079,NO_74,175425,0,-20057,79380,74
2015,NO,15079,NO_74,98412,0,-79380,0,74
2016,NO,15079,NO_74,117318,0,50351,50351,74
2017,NO,15079,NO_74,92217,0,-982,49369,74
2009,NO,15079,NO_75,170867,0,434,2358,75
2010,NO,15079,NO_75,165991,0,2570,4928,75
2011,NO,15079,NO_75,138628,0,-3818,1110,75
2012,NO,15079,NO_75,113763,0,1452,2562,75
2013,NO,15079,NO_75,114893,0,93833,96395,75
2014,NO,15079,NO_75,30910,0,-36401,59994,75
2015,NO,15079,NO_75,54692,0,-14335,45659,75
2016,NO,15079,NO_75,1887,0,-45658,1,75
2017,NO,15079,NO_75,3357,0,-1,0,75
2009,NO,15079,NO_76,80319,0,206,976,76
2010,NO,15079,NO_76,78540,0,1215,2191,76
2011,NO,15079,NO_76,64102,0,-1873,318,76
2012,NO,15079,NO_76,67155,0,1194,1512,76
2013,NO,15079,NO_76,74828,0,3096,4608,76
2014,NO,15079,NO_76,117212,0,26388,30996,76
2015,NO,15079,NO_76,154021,0,-26554,4442,76
2016,NO,15079,NO_76,189259,0,-84,4358,76
2017,NO,15079,NO_76,8395,0,183892,188250,76
2009,NO,15079,NO_77,251386,0,640,3334,77
2010,NO,15079,NO_77,291843,0,4526,7860,77
2011,NO,15079,NO_77,202729,0,-5492,2368,77
2012,NO,15079,NO_77,231512,0,2846,5214,77
2013,NO,15079,NO_77,106625,0,149788,155002,77
2014,NO,15079,NO_77,247580,0,83649,238651,77
2015,NO,15079,NO_77,29789,0,-89222,149429,77
2016,NO,15079,NO_77,119541,0,-2831,146598,77
2017,NO,15079,NO_77,120405,0,-2859,143739,77
2009,NO,15079,NO_78,145397,0,370,2101,78
2010,NO,15079,NO_78,139999,0,2179,4280,78
2011,NO,15079,NO_78,111890,0,-3120,1160,78
2012,NO,15079,NO_78,105772,0,1222,2382,78
2013,NO,15079,NO_78,102945,0,15450,17832,78
2014,NO,15079,NO_78,162210,0,51276,69108,78
2015,NO,15079,NO_78,6906,0,-52154,16954,78
2016,NO,15079,NO_78,42215,0,-16954,0,78
2009,NO,15079,NO_79,410706,0,1046,4894,79
2010,NO,15079,NO_79,445971,0,6929,11823,79
2011,NO,15079,NO_79,381427,0,-10155,1668,79
2012,NO,15079,NO_79,370403,0,6674,8342,79
2013,NO,15079,NO_79,141748,0,191416,199758,79
2014,NO,15079,NO_79,310488,0,130915,330673,79
2015,NO,15079,NO_79,40169,0,-138097,192576,79
2016,NO,15079,NO_79,192095,0,-3650,188926,79
2017,NO,15079,NO_79,189617,0,-3683,185243,79
2009,NO,15079,NO_80,210991,0,538,2462,80
2010,NO,15079,NO_80,221428,0,3436,5898,80
2011,NO,15079,NO_80,246047,0,-5895,3,80
2012,NO,15079,NO_80,250661,0,5642,5645,80
2013,NO,15079,NO_80,132509,0,92154,97799,80
2014,NO,15079,NO_80,298534,0,81458,179257,80
2015,NO,15079,NO_80,149445,0,-84974,94283,80
2016,NO,15079,NO_80,45906,0,54271,148554,80
2017,NO,15079,NO_80,170102,0,-2852,145702,80
2009,NO,15079,NO_81,285194,0,725,2938,81
2010,NO,15079,NO_81,289829,0,4498,7436,81
2011,NO,15079,NO_81,289384,0,-7435,1,81
2012,NO,15079,NO_81,319864,0,7203,7204,81
2013,NO,15079,NO_81,153229,0,116738,123942,81
2014,NO,15079,NO_81,345898,0,98489,222431,81
2015,NO,15079,NO_81,151003,0,-102945,119486,81
2016,NO,15079,NO_81,225788,0,-2263,117223,81
2017,NO,15079,NO_81,258955,0,-2286,114937,81
2009,NO,15079,NO_82,1043767,0,2658,12374,82
2010,NO,15079,NO_82,1027641,0,15953,28327,82
2011,NO,15079,NO_82,985495,0,-25888,2439,82
2012,NO,15079,NO_82,1066725,0,21586,24025,82
2013,NO,15079,NO_82,276792,0,606529,630554,82
2014,NO,15079,NO_82,724680,0,367034,997588,82
2015,NO,15079,NO_82,5486,0,-309916,687672,82
2016,NO,15079,NO_82,365294,0,-91306,596366,82
2017,NO,15079,NO_82,419399,0,-11629,584737,82
2009,NO,15079,NO_83,586178,0,1492,6303,83
2010,NO,15079,NO_83,461918,0,7166,13469,83
2011,NO,15079,NO_83,473998,0,-12540,929,83
2012,NO,15079,NO_83,505776,0,10462,11391,83
2013,NO,15079,NO_83,351028,0,96721,108112,83
2014,NO,15079,NO_83,592081,0,199280,307392,83
2015,NO,15079,NO_83,198907,0,-203167,104225,83
2016,NO,15079,NO_83,395209,0,-1975,102250,83
2017,NO,15079,NO_83,341345,0,-1994,100256,83
2009,NO,15079,NO_84,756502,0,1029,13150,84
2010,NO,15079,NO_84,945397,0,14668,27818,84
2011,NO,15079,NO_84,856384,0,-23835,3983,84
2012,NO,15079,NO_84,993473,0,18392,22375,84
2013,NO,15079,NO_84,515166,0,280388,302763,84
2014,NO,15079,NO_84,1073411,0,364230,666993,84
2015,NO,15079,NO_84,356960,0,-375115,291878,84
2016,NO,15079,NO_84,824499,0,24251,316129,84
2017,NO,15079,NO_84,697025,0,-35365,280764,84
2009,NO,15079,NO_85,1146345,0,2919,14848,85
2010,NO,15079,NO_85,1167076,0,18118,32966,85
2011,NO,15079,NO_85,1145480,0,-30064,2902,85
2012,NO,15079,NO_85,1208441,0,24314,27216,85
2013,NO,15079,NO_85,563529,0,554483,581699,85
2014,NO,15079,NO_85,1022397,0,428377,1010076,85
2015,NO,15079,NO_85,193146,0,-449291,560785,85
2016,NO,15079,NO_85,646209,0,-10626,550159,85
2017,NO,15079,NO_85,638030,0,-10728,539431,85
2009,NO,15079,NO_86,981319,0,2499,12696,86
2010,NO,15079,NO_86,807297,0,12530,25226,86
2011,NO,15079,NO_86,729941,0,-19219,6007,86
2012,NO,15079,NO_86,895197,9012276,14155,20162,86
2013,NO,15079,NO_86,479251,3825425,479232,499394,86
2014,NO,15079,NO_86,876407,7903579,388477,887871,86
2015,NO,15079,NO_86,150549,1640634,-324905,562966,86
2016,NO,15079,NO_86,-135208,3766229,-562966,0,86
2017,NO,15079,NO_86,935966,3507756,480215,480215,86
2009,NO,15079,NO_87,867112,0,2208,8035,87
2010,NO,15079,NO_87,769215,0,11944,19979,87
2011,NO,15079,NO_87,811311,0,-19973,6,87
2012,NO,15079,NO_87,794066,0,17878,17884,87
2013,NO,15079,NO_87,160209,0,542011,559895,87
2014,NO,15079,NO_87,508055,0,304799,864694,87
2015,NO,15079,NO_87,3903,0,-268243,596451,87
2016,NO,15079,NO_87,165936,0,-66913,529538,87
2017,NO,15079,NO_87,242329,0,-10326,519212,87
2009,NO,15079,NO_88,577003,0,1469,10800,88
2010,NO,15079,NO_88,666290,0,10337,21137,88
2011,NO,15079,NO_88,661464,0,-17470,3667,88
2012,NO,15079,NO_88,740579,0,13012,16679,88
2013,NO,15079,NO_88,184931,0,554497,571176,88
2014,NO,15079,NO_88,544147,0,277354,848530,88
2015,NO,15079,NO_88,14975,0,-297890,550640,88
2016,NO,15079,NO_88,138866,0,-160432,390208,88
2017,NO,15079,NO_88,438422,0,139466,529674,88
2009,NO,15079,NO_89,626943,0,1596,7657,89
2010,NO,15079,NO_89,612248,0,9499,17156,89
2011,NO,15079,NO_89,670576,0,-17155,1,89
2012,NO,15079,NO_89,690413,0,15548,15549,89
2013,NO,15079,NO_89,257857,0,417531,433080,89
2014,NO,15079,NO_89,555689,0,234590,667670,89
2015,NO,15079,NO_89,46075,0,-250229,417441,89
2016,NO,15079,NO_89,294452,0,-7842,409599,89
2017,NO,15079,NO_89,275572,0,-7987,401612,89
2009,NO,15079,NO_90,7083,0,18,114,90
2010,NO,15079,NO_90,7881,0,126,240,90
2011,NO,15079,NO_90,17082,0,-240,0,90
2012,NO,15079,NO_90,12902,0,291,291,90
2013,NO,15079,NO_90,0,0,3348,3639,90
2014,NO,15079,NO_90,4167,0,3134,6773,90
2015,NO,15079,NO_90,33,0,-3084,3689,90
2016,NO,15079,NO_90,4477,0,-739,2950,90
2017,NO,15079,NO_90,5316,0,-58,2892,90
2012,NO,15079,NO_91,27258,0,0,0,91
2013,NO,15079,NO_91,5489,0,71347,71347,91
2014,NO,15079,NO_91,-1560,0,-1276,70071,91
2015,NO,15079,NO_91,2077,0,-1290,68781,91
2016,NO,15079,NO_91,7730,0,-1303,67478,91
2017,NO,15079,NO_91,6397,0,-1316,66162,91
2012,NO,15079,NO_92,133181,525506,-1557337,886,92
2013,NO,15079,NO_92,440449,0,1210331,1211217,92
2014,NO,15079,NO_92,290753,825160,139996,1351213,92
2015,NO,15079,NO_92,250003,824748,-157176,1194037,92
2016,NO,15079,NO_92,1046583,1591621,748682,1942719,92
2017,NO,15079,NO_92,448482,1951062,-783359,1159360,92
2012,NO,15079,NO_93,-2978,-55239,-1,0,93
2013,NO,15079,NO_93,9636,1037937,338159,338159,93
2014,NO,15079,NO_93,-33800,0,-19052,319107,93
2015,NO,15079,NO_93,16476,0,-5871,313236,93
2016,NO,15079,NO_93,25330,0,-5934,307302,93
2017,NO,15079,NO_93,6822,0,-5993,301309,93
2012,NO,15079,NO_115,312806,0,-297685,1,115
2013,NO,15079,NO_115,582363,0,1,2,115
2014,NO,15079,NO_115,569767,0,-1,1,115
2015,NO,15079,NO_115,556192,0,0,1,115
2016,NO,15079,NO_115,511978,0,0,1,115
2017,NO,15079,NO_115,-1,-1,-1,0,115
2009,NO,15080,NO_94,0,0,1049,3927,94
2010,NO,15080,NO_94,0,0,-424,3503,94
2011,NO,15080,NO_94,0,0,361,3864,94
2012,NO,15080,NO_94,0,0,-939,2925,94
2014,NO,15080,NO_94,-2925,-2925,-2925,0,94
2009,NO,15081,NO_95,0,0,14642,66720,95
2010,NO,15081,NO_95,0,0,2284,69004,95
2011,NO,15081,NO_95,0,0,1080,70084,95
2012,NO,15081,NO_95,0,0,-49303,20781,95
2013,NO,15081,NO_95,0,0,-228,20553,95
2014,NO,15081,NO_95,-20553,-20553,-20553,0,95
2009,NO,15082,NO_96,1700,1700,19,23,96
2010,NO,15082,NO_96,3000,3000,700,723,96
2011,NO,15082,NO_96,1000,1000,6,729,96
2012,NO,15082,NO_96,0,0,-488,241,96
2014,NO,15082,NO_96,-241,-241,-241,0,96
2009,NO,15083,NO_97,61946,61946,26,31,97
2010,NO,15083,NO_97,67113,67113,7744,7775,97
2011,NO,15083,NO_97,61242,66945,1095,8870,97
2012,NO,15083,NO_97,45504,45504,-8870,0,97
2013,NO,15083,NO_97,69478,69478,11479,11479,97
2014,NO,15083,NO_97,54700,42359,-3858,7621,97
2015,NO,15083,NO_97,30500,30500,-6085,1536,97
2016,NO,15083,NO_97,31853,31853,5,1541,97
2017,NO,15083,NO_97,33050,33050,-78,1463,97
2009,NO,15083,NO_98,88721,88721,0,5,98
2010,NO,15083,NO_98,80087,80087,6796,6801,98
2011,NO,15083,NO_98,75024,75108,4764,11565,98
2012,NO,15083,NO_98,64589,64589,-11565,0,98
2013,NO,15083,NO_98,75192,75192,26592,26592,98
2014,NO,15083,NO_98,66689,79030,7871,34463,98
2015,NO,15083,NO_98,40300,40300,-20984,13479,98
2016,NO,15083,NO_98,17581,17597,-13098,381,98
2017,NO,15083,NO_98,3350,3350,-364,17,98
2011,NO,15083,NO_120,12734,6947,0,0,120
2012,NO,15083,NO_120,26845,26845,0,0,120
2014,NO,15083,NO_120,2611,2611,508,508,120
2015,NO,15083,NO_120,1922,1922,-466,42,120
2016,NO,15083,NO_120,16,0,-42,0,120
2009,NO,15084,NO_99,0,0,-4090,16618,99
2010,NO,15084,NO_99,11565,11565,-16595,23,99
2011,NO,15084,NO_99,0,0,210,233,99
2012,NO,15084,NO_99,15105,15105,-231,2,99
2013,NO,15084,NO_99,0,0,34243,34245,99
2014,NO,15084,NO_99,0,0,10270,44515,99
2015,NO,15084,NO_99,0,0,8664,53179,99
2016,NO,15084,NO_99,0,0,-3957,49222,99
2017,NO,15084,NO_99,-2,-2,-3276,45946,99
2012,NO,15084,NO_104,0,0,-2615,868,104
2013,NO,15084,NO_104,0,0,18123,18991,104
2014,NO,15084,NO_104,-10000,-10000,-2377,16614,104
2015,NO,15084,NO_104,0,0,6897,23511,104
2016,NO,15084,NO_104,0,0,4272,27783,104
2017,NO,15084,NO_104,0,0,1783,29566,104
2009,NO,15085,NO_100,0,0,-769,6313,100
2010,NO,15085,NO_100,0,0,3541,9854,100
2012,NO,15085,NO_100,-9854,-9854,-9854,0,100
2009,NO,15086,NO_101,0,0,-49,15211,101
2010,NO,15086,NO_101,-5000,-5000,-2888,12323,101
2011,NO,15086,NO_101,5000,5000,9392,21715,101
2012,NO,15086,NO_101,0,0,-8266,13449,101
2013,NO,15086,NO_101,0,0,11602,25051,101
2014,NO,15086,NO_101,0,0,-31,25020,101
2015,NO,15086,NO_101,0,0,-3602,21418,101
2016,NO,15086,NO_101,0,0,-2320,19098,101
2017,NO,15086,NO_101,0,0,-3651,15447,101
2009,NO,15087,NO_102,0,0,-3589,35868,102
2010,NO,15087,NO_102,30000,30000,14341,50209,102
2011,NO,15087,NO_102,12000,12000,-798,49411,102
2012,NO,15087,NO_102,5545,5545,-49411,0,102
2013,NO,15087,NO_102,0,0,46550,46550,102
2014,NO,15087,NO_102,0,0,-9024,37526,102
2015,NO,15087,NO_102,0,0,3148,40674,102
2016,NO,15087,NO_102,0,0,-5157,35517,102
2017,NO,15087,NO_102,50000,50000,38713,74230,102
2009,NO,15088,NO_103,4000,4000,-884,267,103
2010,NO,15088,NO_103,5449,5449,-267,0,103
2011,NO,15088,NO_103,4350,4350,62,62,103
2012,NO,15088,NO_103,0,0,-62,0,103
2013,NO,15088,NO_103,0,0,193,193,103
2014,NO,15088,NO_103,5000,5000,1650,1843,103
2015,NO,15088,NO_103,500,500,-1573,270,103
2016,NO,15088,NO_103,900,900,-242,28,103
2017,NO,15088,NO_103,10150,10150,16,44,103
2009,NO,15089,NO_104,0,0,5044,18108,104
2010,NO,15089,NO_104,-20943,0,-18108,0,104
2011,NO,15089,NO_104,0,0,3483,3483,104
2009,NO,15089,NO_105,-1279,-1279,620,73177,105
2010,NO,15089,NO_105,51329,30386,-15130,58047,105
2011,NO,15089,NO_105,5579,5579,-3169,54878,105
2012,NO,15089,NO_105,0,0,-27044,27834,105
2013,NO,15089,NO_105,-45559,-45559,113432,141266,105
2014,NO,15089,NO_105,-78000,-78000,-14962,126304,105
2015,NO,15089,NO_105,-45000,-45000,13848,140152,105
2016,NO,15089,NO_105,-20000,-20000,29956,170108,105
2017,NO,15089,NO_105,0,0,-4361,165747,105
2009,NO,15090,NO_106,0,0,20999,47692,106
2013,NO,15090,NO_106,-47692,-47692,-47692,0,106
2009,NO,15091,NO_107,0,0,-201,25965,107
2013,NO,15091,NO_107,-25965,-25965,-25965,0,107
2009,NO,15092,NO_108,-17148,-17148,-10856,7961,108
2010,NO,15092,NO_108,-13639,-13639,-7197,764,108
2011,NO,15092,NO_108,0,0,7253,8017,108
2012,NO,15092,NO_108,7589,7589,1260,9277,108
2013,NO,15092,NO_108,0,0,2318,11595,108
2014,NO,15092,NO_108,-7039,-7039,-11595,0,108
2009,NO,15093,NO_109,0,0,156023,465667,109
2010,NO,15093,NO_109,0,0,157285,622952,109
2011,NO,15093,NO_109,0,0,198077,821029,109
2012,NO,15093,NO_109,0,0,-39276,781753,109
2013,NO,15093,NO_109,0,0,149472,931225,109
2014,NO,15093,NO_109,-774092,-774092,-730373,200852,109
2015,NO,15093,NO_109,0,0,35247,236099,109
2016,NO,15093,NO_109,0,0,36440,272539,109
2017,NO,15093,NO_109,0,0,33566,306105,109
2009,NO,15094,NO_110,0,0,269976,945926,110
2010,NO,15094,NO_110,0,0,387315,1333241,110
2011,NO,15094,NO_110,0,0,399521,1732762,110
2012,NO,15094,NO_110,0,0,-258125,1474637,110
2013,NO,15094,NO_110,0,0,1085425,2560062,110
2014,NO,15094,NO_110,-1377256,-1377256,-2307125,252937,110
2015,NO,15094,NO_110,0,0,774327,1027264,110
2016,NO,15094,NO_110,0,0,-68970,958294,110
2017,NO,15094,NO_110,0,0,213524,1171818,110
2009,NO,15095,NO_111,0,0,15475,47249,111
2010,NO,15095,NO_111,0,0,15656,62905,111
2011,NO,15095,NO_111,0,0,15887,78792,111
2014,NO,15095,NO_111,-78792,-78792,-78792,0,111
2009,NO,15096,NO_112,1000,1000,968,1240,112
2010,NO,15096,NO_112,0,0,85,1325,112
2011,NO,15096,NO_112,0,0,70,1395,112
2012,NO,15096,NO_112,0,0,-428,967,112
2013,NO,15096,NO_112,-967,-967,-967,0,112
2013,NO,15097,NO_113,0,0,827,2057,113
2014,NO,15097,NO_113,111,111,191,2248,113
2015,NO,15097,NO_113,1231,1231,910,3158,113
2016,NO,15097,NO_113,153,153,-1442,1716,113
2017,NO,15097,NO_113,2055,2055,752,2468,113
2009,NO,15105,NO_114,1279,1279,0,0,114
2010,NO,15105,NO_114,1093,1093,0,0,114
2011,NO,15105,NO_114,638,638,0,0,114
2013,NO,15105,NO_114,1175,1175,0,0,114
2010,NO,15105,NO_117,1521,1521,0,0,117
2011,NO,15105,NO_117,783,783,0,0,117
2013,NO,15105,NO_117,44384,44384,0,0,117
2014,NO,15105,NO_117,88000,88000,44779,44779,117
2015,NO,15105,NO_117,45000,45000,245,45024,117
2016,NO,15105,NO_117,0,0,-42359,2665,117
2017,NO,15105,NO_117,85542,85542,45291,47956,117
2010,NO,15111,NO_118,50000,50000,629,629,118
2011,NO,15111,NO_118,126000,126000,192,821,118
2012,NO,15111,NO_118,148000,148000,327,1148,118
2013,NO,15111,NO_118,58578,58578,61987,63135,118
2014,NO,15111,NO_118,59447,59447,18,63153,118
2015,NO,15111,NO_118,78293,78293,12598,75751,118
2016,NO,15111,NO_118,60067,60067,-10556,65195,118
2017,NO,15111,NO_118,55000,55000,-797,64398,118
2012,NO,15112,NO_119,25501,25501,6334,7779,119
2013,NO,15112,NO_119,30000,30000,366,8145,119
2014,NO,15112,NO_119,30981,30981,629,8774,119
2015,NO,15112,NO_119,20670,20670,-7507,1267,119
2016,NO,15112,NO_119,24650,24650,20,1287,119
2017,NO,15112,NO_119,29248,29248,0,1287,119
2011,NO,15117,NO_121,5781,5781,0,0,121
2012,NO,15117,NO_121,12570,12570,0,0,121
2013,NO,15117,NO_121,12712,12712,0,0,121
2014,NO,15117,NO_121,13942,13942,0,0,121
2015,NO,15117,NO_121,15579,15579,0,0,121
2016,NO,15117,NO_121,15806,15806,0,0,121
2017,NO,15117,NO_121,16958,16958,0,0,121
2009,NO,15154,NO_53,175982,163225,0,0,53
2010,NO,15154,NO_53,176857,163458,0,0,53
2011,NO,15154,NO_53,171275,132250,0,0,53
2009,NO,15154,NO_54,-10347,2410,0,52540,54
2010,NO,15154,NO_54,-13890,-491,0,52540,54
2011,NO,15154,NO_54,23979,63004,-14224,38316,54
2009,NO,15168,NO_13,160000,160000,11893,13846,13
2010,NO,15168,NO_13,115000,115000,-9560,4286,13
2011,NO,15168,NO_13,140000,140000,4726,9012,13
2009,NO,15168,NO_14,170000,170000,3829,4816,14
2010,NO,15168,NO_14,175000,175000,3736,8552,14
2011,NO,15168,NO_14,160000,160000,-6427,2125,14
2009,NO,15187,NO_93,-22913,-22913,0,338259,93
2010,NO,15187,NO_93,-19084,-19084,0,338259,93
2011,NO,15187,NO_93,-6038,-6038,-338258,1,93
2009,NO,15188,NO_92,-9163,-5824,0,1558223,92
2010,NO,15188,NO_92,-55471,154058,0,1558223,92
2011,NO,15188,NO_92,144847,56409,0,1558223,92
2009,NO,15188,NO_115,3478,139,0,0,115
2010,NO,15188,NO_115,373938,164409,1,1,115
2011,NO,15188,NO_115,-55224,33214,297685,297686,115
2009,NO,15189,NO_91,31982,31982,1,47750,91
2010,NO,15189,NO_91,23351,23351,1,47751,91
2011,NO,15189,NO_91,28771,28771,-47751,0,91
2009,NO,15190,NO_42,140800,140800,-53042,17423,42
2010,NO,15190,NO_42,149000,149000,-9264,8159,42
2011,NO,15190,NO_42,185000,185000,4783,12942,42
2012,NO,15190,NO_42,255000,255000,64485,77427,42
2013,NO,15190,NO_42,100000,100000,37110,114537,42
2009,NO,15191,NO_6,157000,157000,-16649,1979,6
2010,NO,15191,NO_6,191000,191000,337,2316,6
2011,NO,15191,NO_6,234614,234614,6585,8901,6
2009,NO,15191,NO_7,243000,243000,5414,10666,7
2010,NO,15191,NO_7,276000,276000,-1787,8879,7
2011,NO,15191,NO_7,217000,217000,2246,11125,7
2011,NO,15191,NO_116,106000,106000,76729,76729,116
2009,NO,15192,NO_113,4350,4350,3789,12926,113
2010,NO,15192,NO_113,4977,4977,4237,17163,113
2011,NO,15192,NO_113,-16018,-16018,-16459,704,113
2012,NO,15192,NO_113,1023,1023,526,1230,113
2010,NO,15210,NO_119,13000,13000,401,401,119
2011,NO,15210,NO_119,17000,17000,1044,1445,119
2009,PL,15219,PL_384,0,0,67734,642572,384
2010,PL,15219,PL_384,0,0,25853,668425,384
2011,PL,15219,PL_384,-39900,0,-66470,601955,384
2012,PL,15219,PL_384,-35000,0,-380076,221879,384
2013,PL,15219,PL_384,26367,26367,461946,683825,384
2014,PL,15219,PL_384,-300000,-300000,-232501,451324,384
2015,PL,15219,PL_384,-100000,-100000,-60301,391023,384
2016,PL,15219,PL_384,-113000,-113000,-80904,310119,384
2017,PL,15219,PL_384,-220000,-220000,-203437,106682,384
2009,PL,15219,PL_661,0,0,28440,262694,661
2010,PL,15219,PL_661,0,0,10958,273652,661
2011,PL,15219,PL_661,-35100,-75000,-17949,255703,661
2012,PL,15219,PL_661,-75000,-110000,-245591,10112,661
2013,PL,15219,PL_661,9949,9949,198372,208484,661
2014,PL,15219,PL_661,0,0,10563,219047,661
2015,PL,15219,PL_661,0,0,12013,231060,661
2016,PL,15219,PL_661,0,0,-37570,193490,661
2017,PL,15219,PL_661,0,0,-56786,136704,661
2012,PL,15231,PL_278,0,0,-957,8868,278
2013,PL,15231,PL_278,0,0,-2016,6852,278
2014,PL,15231,PL_278,0,0,-398,6454,278
2015,PL,15231,PL_278,-6454,-6454,-6454,0,278
2009,PL,15232,PL_281,0,0,44818,555893,281
2010,PL,15232,PL_281,0,0,734,556627,281
2011,PL,15232,PL_281,0,0,50933,607560,281
2012,PL,15232,PL_281,-393,-393,-425866,181694,281
2013,PL,15232,PL_281,95010,95010,63750,245444,281
2014,PL,15232,PL_281,161444,161444,-18700,226744,281
2015,PL,15232,PL_281,250000,250000,51407,278151,281
2016,PL,15232,PL_281,295000,295000,70884,349035,281
2017,PL,15232,PL_281,230000,230000,-129493,219542,281
2009,PL,15236,PL_459,0,0,7268,46173,459
2010,PL,15236,PL_459,0,0,3350,49523,459
2011,PL,15236,PL_459,0,0,2795,52318,459
2012,PL,15236,PL_459,0,0,-31725,20593,459
2013,PL,15236,PL_459,22500,22500,-2098,18495,459
2014,PL,15236,PL_459,23798,23798,-11330,7165,459
2015,PL,15236,PL_459,39000,39000,-2230,4935,459
2016,PL,15236,PL_459,40000,40000,6687,11622,459
2017,PL,15236,PL_459,23148,23148,-11622,0,459
2009,PL,15240,PL_291,-68452,-68452,-18014,238784,291
2010,PL,15240,PL_291,0,0,123919,362703,291
2011,PL,15240,PL_291,0,197900,124651,487354,291
2012,PL,15240,PL_291,-457913,29441,-487354,0,291
2013,PL,15240,PL_291,0,0,7236,7236,291
2014,PL,15240,PL_291,57391,41166,14996,22232,291
2015,PL,15240,PL_291,660,0,-22232,0,291
2016,PL,15240,PL_291,15280,0,0,0,291
2017,PL,15240,PL_291,-9762,0,0,0,291
2009,PL,15240,PL_292,0,0,-12547,431489,292
2010,PL,15240,PL_292,0,0,-64135,367354,292
2011,PL,15240,PL_292,0,-197900,-41291,326063,292
2012,PL,15240,PL_292,771203,283849,117906,443969,292
2013,PL,15240,PL_292,0,0,-230932,213037,292
2014,PL,15240,PL_292,394673,410898,-38771,174266,292
2015,PL,15240,PL_292,777340,778000,228481,402747,292
2016,PL,15240,PL_292,222835,238115,-234774,167973,292
2017,PL,15240,PL_292,379885,370123,-87069,80904,292
2009,PL,15244,PL_362,-2270000,-2270000,-2216559,53530,362
2010,PL,15244,PL_362,0,0,140098,193628,362
2011,PL,15244,PL_362,656234,0,974275,1167903,362
2012,PL,15244,PL_362,1225117,0,-947818,220085,362
2013,PL,15244,PL_362,109751,331167,2731681,2951766,362
2014,PL,15244,PL_362,-2951766,-2951766,-2756612,195154,362
2015,PL,15244,PL_362,0,0,-123965,71189,362
2016,PL,15244,PL_362,169485,0,58834,130023,362
2017,PL,15244,PL_362,0,0,-129726,297,362
2009,PL,15244,PL_455,-3536000,-3536000,-3347796,188261,455
2010,PL,15244,PL_455,657000,657000,655196,843457,455
2011,PL,15244,PL_455,353377,1066541,618329,1461786,455
2012,PL,15244,PL_455,5753585,7345228,2839507,4301293,455
2013,PL,15244,PL_455,4768487,4600000,2656205,6957498,455
2014,PL,15244,PL_455,-4482213,-4322214,-6454684,502814,455
2015,PL,15244,PL_455,24883104,25113104,22484910,22987724,455
2016,PL,15244,PL_455,5408404,5638404,2857993,25845716,455
2017,PL,15244,PL_455,-3871774,-3671774,-6480338,19365380,455
2012,PL,15244,PL_633,4073,4073,-23743,77723,633
2013,PL,15244,PL_633,2318,2318,26525,104248,633
2014,PL,15244,PL_633,-77162,-77162,-79114,25134,633
2015,PL,15244,PL_633,0,0,-75,25059,633
2016,PL,15244,PL_633,-25059,0,-25059,0,633
2009,PL,15244,PL_880,-1266000,-1266000,-991004,275549,880
2010,PL,15244,PL_880,0,0,287614,563163,880
2011,PL,15244,PL_880,56930,0,300588,863751,880
2012,PL,15244,PL_880,366526,0,-408416,455335,880
2013,PL,15244,PL_880,52929,0,535371,990706,880
2014,PL,15244,PL_880,-830703,-990702,-987456,3250,880
2015,PL,15244,PL_880,230000,0,304,3554,880
2016,PL,15244,PL_880,230000,0,122263,125817,880
2017,PL,15244,PL_880,200000,0,6197,132014,880
2012,PL,15244,PL_925,2141,2141,-18002,5657,925
2013,PL,15244,PL_925,1074,1074,109053,114710,925
2014,PL,15244,PL_925,-6299,-6299,29783,144493,925
2015,PL,15244,PL_925,0,0,-67,144426,925
2016,PL,15244,PL_925,-144426,0,-144426,0,925
2009,PL,15245,PL_289,0,0,14408,1384841,289
2010,PL,15245,PL_289,0,0,-60262,1324579,289
2011,PL,15245,PL_289,0,0,-105010,1219569,289
2012,PL,15245,PL_289,1178577,1178577,-258070,961499,289
2013,PL,15245,PL_289,1917857,1917857,632740,1594239,289
2014,PL,15245,PL_289,266584,266584,-1108431,485808,289
2015,PL,15245,PL_289,965000,965000,-376405,109403,289
2016,PL,15245,PL_289,2053799,2053799,779644,889047,289
2017,PL,15245,PL_289,615000,615000,-214322,674725,289
2009,PL,15251,PL_367,0,0,127011,367165,367
2010,PL,15251,PL_367,0,0,110444,477609,367
2011,PL,15251,PL_367,-598541,-598541,-477609,0,367
